"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"SP10","4102","","","INFO","INFO-I","201","14950","MATH FOUNDATNS OF INFORMATICS","Haghverdi,Esfandiar","64","80",""," 2.375"," 2.846","64.9","18.8","32.8","32.8","3.1","24","1","4","7","5","7","9","8","6","7","0","2","0","8","13","3","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","201","8169","MATH FOUNDATNS OF INFORMATICS","Haghverdi,Esfandiar","42","49",""," 2.217"," 2.665","70.2","16.7","26.2","35.7","7.1","13","0","3","4","5","2","4","5","5","5","0","3","0","6","5","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","202","14954","SOCIAL INFORMATICS","Shankar,Kalpana","77","86",""," 3.421"," 2.971","56.1","55.8","35.1","9.1","0.0","9","10","22","11","6","15","6","2","2","3","0","0","0","0","5","4","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","202","8171","SOCIAL INFORMATICS","Shankar,Kalpana","66","73",""," 3.470"," 2.856","35.3","65.2","24.2","6.1","1.5","9","19","19","5","5","9","2","2","2","0","0","1","0","2","2","5","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","210","14958","INFORMATION INFRASTRUCTURE I","Bollen,Johan L.","59","67",""," 2.669"," 2.828","61.5","25.4","42.4","18.6","3.4","14","2","7","6","9","4","12","6","4","1","0","1","1","6","4","2","2","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","210","8175","INFORMATION INFRASTRUCTURE I","Todd,Peter Martin","53","64",""," 2.913"," 2.876","69.5","39.6","35.8","11.3","3.8","16","2","11","8","9","4","6","3","2","1","1","1","0","5","6","5","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","211","13898","INFORMATION INFRASTRUCTURE II","Raphael,Christopher S.","48","52",""," 2.538"," 3.033","94.0","29.2","22.9","27.1","16.7","6","1","6","7","4","5","2","1","7","5","5","3","0","2","2","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","211","8179","INFORMATION INFRASTRUCTURE II","Radivojac,Predrag","46","53",""," 2.796"," 3.049","86.3","26.1","45.7","21.7","0.0","10","0","6","6","6","8","7","3","3","4","0","0","0","3","5","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","231","11610","INTRO:MATH OF CYBERSECURITY","Duncan,J","27","34",""," 3.311"," 2.997","65.6","51.9","33.3","11.1","3.7","7","7","3","4","3","6","0","0","2","1","0","1","0","0","5","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","300","8182","HUMAN-COMPUTER INTERACTION","Siegel,Martin A","105","108",""," 3.852"," 3.015","84.8","87.6","11.4","1.0","0.0","3","31","47","14","8","4","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","308","8183","INFORMATION REPRESENTATION","Wild,David John","84","86",""," 3.663"," 3.054","95.3","77.4","16.7","1.2","4.8","2","30","26","9","8","4","2","0","1","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","310","16098","MULTIMEDIA ARTS AND TECHNOLOGY","Briggs,Christian M","53","59",""," 3.358"," 2.936","86.8","58.5","30.2","7.5","1.9","7","0","14","17","10","3","3","2","0","2","0","1","0","1","0","6","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","391","10851","INTERN INFO PROFESSIONAL PRACT","Hottell,Matthew","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","399","29268","CURRENT TOPICS IN INFORMATICS","Haghverdi,Esfandiar","13","19",""," 2.715"," 2.844","94.7","23.1","38.5","30.8","0.0","7","1","1","1","3","2","0","1","1","2","0","0","0","1","6","0","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","399","30552","CURRENT TOPICS IN INFORMATICS","Fox,Geoffrey C.","33","36",""," 3.742"," 2.949","90.9","78.8","21.2","0.0","0.0","3","2","12","12","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","400","29244","TOPICS IN INFORMATICS","Sabanovic,Selma","15","16",""," 3.347"," 3.176","100.0","60.0","26.7","13.3","0.0","1","0","3","6","2","0","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","400","29250","TOPICS IN INFORMATICS","Kapadia,Apu Chandrasen","15","24",""," 2.873"," 3.014","100.0","33.3","26.7","40.0","0.0","9","1","1","3","1","2","1","2","2","2","0","0","0","0","7","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","400","29263","TOPICS IN INFORMATICS","Blevis,Eli B.","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","400","29266","TOPICS IN INFORMATICS","Connelly,Katherine Hane","27","29",""," 3.370"," 3.024","96.3","48.1","40.7","11.1","0.0","2","3","6","4","5","5","1","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","433","12660","SYST&PROTCL SEC&INFO ASSURANCE","Myers,Steven Andrew","7","11",""," 2.600"," 2.703","66.7","14.3","42.9","28.6","0.0","5","0","1","0","3","0","0","1","1","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","453","29270","COMPUTER & INFORMATION ETHICS","Medina,Eden","38","39",""," 3.395"," 3.140","92.1","52.6","42.1","5.3","0.0","1","2","10","8","3","9","4","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","486","16231","ARTIFICIAL LIFE","Yaeger,Larry","18","23",""," 3.061"," 2.895","73.7","16.7","77.8","5.6","0.0","5","0","1","2","4","5","5","0","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","491","10852","CAPSTONE PROJECT INTERNSHIP","Hottell,Matthew","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","495","13765","DESIGN & DEV OF AN INFO SYS","Groth,Dennis Patrick","17","17",""," 3.200"," 3.004","94.1","29.4","64.7","5.9","0.0","0","0","2","3","3","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","495","13766","DESIGN & DEV OF AN INFO SYS","Groth,Dennis Patrick","40","42",""," 3.230"," 2.982","100.0","27.5","65.0","7.5","0.0","2","0","5","6","12","9","5","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","495","13767","DESIGN & DEV OF AN INFO SYS","Groth,Dennis Patrick","29","30",""," 3.228"," 3.014","100.0","27.6","65.5","6.9","0.0","1","0","2","6","9","7","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","495","29272","DESIGN & DEV OF AN INFO SYS","Groth,Dennis Patrick","41","43",""," 3.302"," 3.016","97.6","39.0","61.0","0.0","0.0","2","0","10","6","5","9","11","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","499","8186","RDNGS & RSRCH IN INFORMATICS","Haghverdi,Esfandiar","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","502","8187","INFORMATICS MANAGEMENT","Bardzell,Jeffrey S","39","42",""," 3.828"," 3.788","85.4","89.7","10.3","0.0","0.0","3","3","20","12","3","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","521","29638","MALWARE: THREAT AND DEFENSE","Wang,Xiaofeng","12","16",""," 4.000"," 3.757","58.3","100.0","0.0","0.0","0.0","4","0","12","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","529","13771","MACHINE LEARNING BIOINFORMATCS","Kim,Sun","17","18",""," 3.947"," 3.758","76.5","100.0","0.0","0.0","0.0","1","1","13","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","533","29276","SYST&PROTOCOL SECUR&INFO ASSUR","Myers,Steven Andrew","7","9",""," 3.686"," 3.818","100.0","85.7","14.3","0.0","0.0","2","0","2","4","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","547","11611","MUSIC INFO PROCESSING: AUDIO","Raphael,Christopher S.","13","13",""," 3.554"," 3.718","61.5","69.2","30.8","0.0","0.0","0","0","3","6","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","552","8188","IND STUDY IN BIOINFORMATICS","Siegel,Martin A","4","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","553","27238","IND STUDY IN CHEM INFORMATICS","Siegel,Martin A","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","553","8189","IND STUDY IN CHEM INFORMATICS","Siegel,Martin A","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","554","8190","IND ST HUM COMPUTER INTERACTN","Siegel,Martin A","9","15",""," 4.000"," 3.866","100.0","100.0","0.0","0.0","0.0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","561","13043","HUMAN-COMPTR INTERACT DESGN II","Blevis,Eli B.","34","37",""," 3.926"," 3.806","91.7","97.1","2.9","0.0","0.0","3","10","18","5","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","586","16232","ARTIFICIAL LIFE","Yaeger,Larry","15","15",""," 3.580"," 3.697","40.0","66.7","26.7","6.7","0.0","0","1","6","3","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","12384","TOPICS IN INFORMATICS","Campbell,Kerri","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","13903","TOPICS IN INFORMATICS","Bardzell,Shaowen","22","25",""," 3.868"," 3.816","87.5","90.9","9.1","0.0","0.0","3","3","12","5","2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29246","TOPICS IN INFORMATICS","Sabanovic,Selma","7","8",""," 3.471"," 3.736","100.0","42.9","57.1","0.0","0.0","1","0","3","0","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29252","TOPICS IN INFORMATICS","Kapadia,Apu Chandrasen","2","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29264","TOPICS IN INFORMATICS","Blevis,Eli B.","15","16",""," 3.960"," 3.812","93.3","100.0","0.0","0.0","0.0","1","4","9","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29267","TOPICS IN INFORMATICS","Connelly,Katherine Hane","8","11",""," 4.000"," 3.714","75.0","100.0","0.0","0.0","0.0","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29282","TOPICS IN INFORMATICS","Paolillo,John C.","7","10",""," 3.386"," 3.663","37.5","85.7","0.0","0.0","0.0","4","0","5","1","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","29382","TOPICS IN INFORMATICS","Groth,Dennis Patrick","8","9",""," 3.925"," 3.728","50.0","100.0","0.0","0.0","0.0","1","3","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","590","30598","TOPICS IN INFORMATICS","Connelly,Katherine Hane","6","9",""," 4.000"," 3.829","50.0","100.0","0.0","0.0","0.0","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","591","29285","GRADUATE INTERNSHIP","Siegel,Martin A","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","602","16104","MUSIC INFO PROCESSING: AUDIO","Raphael,Christopher S.","5","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","609","29501","ADVANCED SEMINAR I INFORMATICS","Ye,Yuzhen","24","25",""," 4.000"," 3.764","75.0","100.0","0.0","0.0","0.0","1","8","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","692","8191","THESIS/PROJECT BIOINFORMATICS","Dalkilic,Mehmet M.","9","16",""," 4.000"," 3.732","100.0","100.0","0.0","0.0","0.0","7","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","693","8192","THESIS/PROJ IN CHEM INFRMATICS","Wild,David John","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","694","8193","THESIS/PROJ HUM COMP INTERACTN","Stolterman,Erik Agnar","24","36",""," 3.858"," 3.796","94.4","83.3","16.7","0.0","0.0","12","10","10","0","2","2","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","698","13046","RESEARCH IN INFORMATICS","Siegel,Martin A","2","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","699","13047","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","6","9",""," 3.950"," 3.409","88.9","100.0","0.0","0.0","0.0","3","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","699","27241","INDEPENDENT STUDY-INFORMATICS","Siegel,Martin A","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","790","14969","INFORMATICS RESEARCH ROTATION","Siegel,Martin A","13","17",""," 4.000"," 3.848","100.0","100.0","0.0","0.0","0.0","4","3","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-I","790","27242","INFORMATICS RESEARCH ROTATION","Siegel,Martin A","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","890","13049","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","15","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-I","890","16107","THESIS READINGS AND RESEARCH","Siegel,Martin A","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2010"
"SP10","4102","","","INFO","INFO-T","100","30929","TOPICS: INFORMATICS TECHNOLOGY","Dalkilic,Mehmet M.","6","6",""," 4.000"," 3.702","33.3","100.0","0.0","0.0","0.0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-Y","100","14970","EXPLORE INFORMATICS&COMPTR SCI","Brown,Richelle Lee","23","30",""," 3.865"," 3.007","0.0","82.6","17.4","0.0","0.0","7","12","7","0","3","1","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-Y","100","14972","EXPLORE INFORMATICS&COMPTR SCI","Brown,Richelle Lee","30","33",""," 3.333"," 2.682","9.4","76.7","6.7","0.0","6.7","6","12","9","2","0","2","0","0","0","0","2","0","0","3","2","1","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-Y","395","11381","CAREER DEVELPT FOR INFO MAJORS","Campbell,Kerri","41","45",""," 3.768"," 2.947","81.4","80.5","19.5","0.0","0.0","4","3","26","4","2","3","3","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-Y","395","27244","CAREER DEVELPT FOR INFO MAJORS","Campbell,Kerri","45","47",""," 3.529"," 3.065","88.9","68.9","20.0","8.9","2.2","2","7","20","4","3","4","2","0","3","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2010"
"SP10","4102","","","INFO","INFO-Y","395","31025","CAREER DEVELPT FOR INFO MAJORS","Podany,Jeremy L","44","47",""," 3.411"," 2.839","71.1","68.2","18.2","11.4","0.0","4","6","16","8","1","5","2","0","1","4","0","0","0","1","1","2","0","0","0","0","0","0","0","0","06-11-2010"
"FA09","4098","","","INFO","INFO-G","599","7633","THESIS RESEARCH","Siegel,Martin A","3","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-22-2010"
"FA09","4098","","","INFO","INFO-G","599","9272","THESIS RESEARCH","Siegel,Martin A","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-22-2010"
"FA09","4098","","","INFO","INFO-G","901","11814","ADVANCED RESEARCH","Siegel,Martin A","1","8","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-22-2010"
"FA09","4098","","","INFO","INFO-H","101","10149","INTRO TO INFORMATICS, HONORS","Dalkilic,Mehmet M.","16","16",""," 4.000"," 3.777","12.5","100.0","0.0","0.0","0.0","0","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2010"
"FA09","4098","","","INFO","INFO-H","494","12561","DESIGN & DEVLPT INFO SYSTEM","Groth,Dennis Patrick","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-22-2010"
"FA09","4098","","","INFO","INFO-H","498","10160","HONORS SEMINAR","Springer,George","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-22-2010"
"FA09","4098","","","INFO","INFO-I","101","12558","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","68","79",""," 3.591"," 2.845","6.8","64.7","30.9","2.9","0.0","12","2","34","8","12","8","1","1","1","0","0","0","0","1","5","6","0","0","0","0","0","0","0","0","01-22-2010"
"FA09","4098","","","INFO","INFO-I","101","27276","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","28","34",""," 3.100"," 2.791","0.0","46.4","32.1","10.7","10.7","6","0","7","6","2","5","2","1","2","0","1","2","0","0","2","4","0","0","0","0","0","0","0","0","01-22-2010"
"FA09","4098","","","INFO","INFO-I","101","27277","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","43","48",""," 3.167"," 2.724","2.2","44.2","34.9","16.3","0.0","7","0","17","2","6","7","2","2","5","0","0","0","0","2","2","3","0","0","0","0","0","0","0","0","01-22-2010"
"FA09","4098","","","INFO","INFO-I","101","4414","INTRODUCTION TO INFORMATICS","Onesti,Nina Soo","92","107",""," 3.282"," 2.833","4.0","54.3","29.3","12.0","1.1","18","0","38","12","8","16","3","2","6","3","1","0","0","3","9","6","0","0","0","0","0","0","0","0","01-22-2010"
